"C_HLEVEL"|"C_FULLNAME"|"C_NAME"|"C_SYNONYM_CD"|"C_VISUALATTRIBUTES"|"C_TOTALNUM"|"C_BASECODE"|"C_METADATAXML"|"C_FACTTABLECOLUMN"|"C_TABLENAME"|"C_COLUMNNAME"|"C_COLUMNDATATYPE"|"C_OPERATOR"|"C_DIMCODE"|"C_COMMENT"|"C_TOOLTIP"|"M_APPLIED_PATH"|"UPDATE_DATE"|"DOWNLOAD_DATE"|"IMPORT_DATE"|"SOURCESYSTEM_CD"|"VALUETYPE_CD"|"M_EXCLUSION_CD"|"C_PATH"|"C_SYMBOL"|"PCORI_BASECODE"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\103xx\"|"103xx"|"N"|"LAE"||"LOCATION_CODE:103"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'103'"||"\Zip codes\New York"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\"|"103xx"|"103"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\471xx\"|"471xx"|"N"|"LAE"||"LOCATION_CODE:471"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'471'"||"\Zip codes\Indiana"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\"|"471xx"|"471"
6|"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\(240) Connective Tissue Disor~\"|"Connective Tissue Disorders W CC"|"N"|"LAE"||"CMSDRG:240"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\(240) Connective Tissue Disor~\"||"CMS-DRG \ Diseases of Musc-Skeletal System \ Medical \ Connective Tissue Disorders W CC"|"@"|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|"RPDR_DRG"|||"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\"|"(240) Connective Tissue Disor~"|"240"
6|"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\(237) Sprains, Strains, and Dis~\"|"Sprains, Strains, and Dislocations Of Hip, Pelvis and Thigh"|"N"|"LAE"||"CMSDRG:237"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\(237) Sprains, Strains, and Dis~\"||"CMS-DRG \ Diseases of Musc-Skeletal System \ Medical \ Sprains, Strains, and Dislocations Of Hip, Pelvis and Thigh"|"@"|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|"RPDR_DRG"|||"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\"|"(237) Sprains, Strains, and Dis~"|"237"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\015xx\"|"015xx"|"N"|"LAE"||"LOCATION_CODE:015"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'015'"||"\Zip codes\Massachusetts"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\"|"015xx"|"015"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\746xx\"|"746xx"|"N"|"LAE"||"LOCATION_CODE:746"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'746'"||"\Zip codes\Oklahoma"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\"|"746xx"|"746"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\185xx\"|"185xx"|"N"|"LAE"||"LOCATION_CODE:185"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'185'"||"\Zip codes\Pennsylvania"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\"|"185xx"|"185"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\753xx\"|"753xx"|"N"|"LAE"||"LOCATION_CODE:753"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'753'"||"\Zip codes\Texas"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\"|"753xx"|"753"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\913xx\"|"913xx"|"N"|"LAE"||"LOCATION_CODE:913"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'913'"||"\Zip codes\California"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\"|"913xx"|"913"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\546xx\"|"546xx"|"N"|"LAE"||"LOCATION_CODE:546"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'546'"||"\Zip codes\Wisconsin"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\"|"546xx"|"546"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Virginia\235xx\"|"235xx"|"N"|"LAE"||"LOCATION_CODE:235"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'235'"||"\Zip codes\Virginia"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Virginia\"|"235xx"|"235"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Georgia\309xx\"|"309xx"|"N"|"LAE"||"LOCATION_CODE:309"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'309'"||"\Zip codes\Georgia"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Georgia\"|"309xx"|"309"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Armed Forces Europe\097xx\"|"097xx"|"N"|"LAE"||"LOCATION_CODE:097"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'097'"||"\Zip codes\Armed Forces Europe"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Armed Forces Europe\"|"097xx"|"097"
6|"\PCORI\ENCOUNTER\DRG\01\(02) Diseases of the Eye\Surgical\(041) Extraocular Procedures ~\"|"Extraocular Procedures Except Orbit Age 0-17"|"N"|"LAE"||"CMSDRG:041"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\ENCOUNTER\DRG\01\(02) Diseases of the Eye\Surgical\(041) Extraocular Procedures ~\"||"CMS-DRG \ Diseases of the Eye \ Surgical \ Extraocular Procedures Except Orbit Age 0-17"|"@"|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|"RPDR_DRG"|||"\PCORI\ENCOUNTER\DRG\01\(02) Diseases of the Eye\Surgical\"|"(041) Extraocular Procedures ~"|"041"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\476xx\"|"476xx"|"N"|"LAE"||"LOCATION_CODE:476"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'476'"||"\Zip codes\Indiana"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\"|"476xx"|"476"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alabama\369xx\"|"369xx"|"N"|"LAE"||"LOCATION_CODE:369"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'369'"||"\Zip codes\Alabama"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alabama\"|"369xx"|"369"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Utah\846xx\"|"846xx"|"N"|"LAE"||"LOCATION_CODE:846"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'846'"||"\Zip codes\Utah"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Utah\"|"846xx"|"846"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\493xx\"|"493xx"|"N"|"LAE"||"LOCATION_CODE:493"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'493'"||"\Zip codes\Michigan"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\"|"493xx"|"493"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\932xx\"|"932xx"|"N"|"LAE"||"LOCATION_CODE:932"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'932'"||"\Zip codes\California"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\"|"932xx"|"932"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\565xx\"|"565xx"|"N"|"LAE"||"LOCATION_CODE:565"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'565'"||"\Zip codes\Minnesota"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\"|"565xx"|"565"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\636xx\"|"636xx"|"N"|"LAE"||"LOCATION_CODE:636"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'636'"||"\Zip codes\Missouri"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\"|"636xx"|"636"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\087xx\"|"087xx"|"N"|"LAE"||"LOCATION_CODE:087"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'087'"||"\Zip codes\New Jersey"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\New Jersey\"|"087xx"|"087"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\113xx\"|"113xx"|"N"|"LAE"||"LOCATION_CODE:113"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'113'"||"\Zip codes\New York"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\"|"113xx"|"113"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\063xx\"|"063xx"|"N"|"LAE"||"LOCATION_CODE:063"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'063'"||"\Zip codes\New York"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\"|"063xx"|"063"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Montana\591xx\"|"591xx"|"N"|"LAE"||"LOCATION_CODE:591"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'591'"||"\Zip codes\Montana"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Montana\"|"591xx"|"591"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Mississippi\390xx\"|"390xx"|"N"|"LAE"||"LOCATION_CODE:390"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'390'"||"\Zip codes\Mississippi"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Mississippi\"|"390xx"|"390"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\648xx\"|"648xx"|"N"|"LAE"||"LOCATION_CODE:648"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'648'"||"\Zip codes\Missouri"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\"|"648xx"|"648"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\055xx\"|"055xx"|"N"|"LAE"||"LOCATION_CODE:055"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'055'"||"\Zip codes\Massachusetts"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\"|"055xx"|"055"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\140xx\"|"140xx"|"N"|"LAE"||"LOCATION_CODE:140"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'140'"||"\Zip codes\New York"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\"|"140xx"|"140"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\023xx\"|"023xx"|"N"|"LAE"||"LOCATION_CODE:023"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'023'"||"\Zip codes\Massachusetts"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Massachusetts\"|"023xx"|"023"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\954xx\"|"954xx"|"N"|"LAE"||"LOCATION_CODE:954"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'954'"||"\Zip codes\California"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\"|"954xx"|"954"
6|"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\(238) Osteomyelitis\"|"Osteomyelitis"|"N"|"LAE"||"CMSDRG:238"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\(238) Osteomyelitis\"||"CMS-DRG \ Diseases of Musc-Skeletal System \ Medical \ Osteomyelitis"|"@"|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|"RPDR_DRG"|||"\PCORI\ENCOUNTER\DRG\01\(08) Diseases of Musc-Skeletal System\Medical\"|"(238) Osteomyelitis"|"238"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\254xx\"|"254xx"|"N"|"LAE"||"LOCATION_CODE:254"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'254'"||"\Zip codes\West Virginia"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\"|"254xx"|"254"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oregon\979xx\"|"979xx"|"N"|"LAE"||"LOCATION_CODE:979"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'979'"||"\Zip codes\Oregon"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oregon\"|"979xx"|"979"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\120xx\"|"120xx"|"N"|"LAE"||"LOCATION_CODE:120"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'120'"||"\Zip codes\New York"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\"|"120xx"|"120"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\136xx\"|"136xx"|"N"|"LAE"||"LOCATION_CODE:136"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'136'"||"\Zip codes\New York"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\"|"136xx"|"136"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\650xx\"|"650xx"|"N"|"LAE"||"LOCATION_CODE:650"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'650'"||"\Zip codes\Missouri"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\"|"650xx"|"650"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\925xx\"|"925xx"|"N"|"LAE"||"LOCATION_CODE:925"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'925'"||"\Zip codes\California"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\"|"925xx"|"925"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Vermont\058xx\"|"058xx"|"N"|"LAE"||"LOCATION_CODE:058"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'058'"||"\Zip codes\Vermont"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Vermont\"|"058xx"|"058"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Florida\335xx\"|"335xx"|"N"|"LAE"||"LOCATION_CODE:335"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'335'"||"\Zip codes\Florida"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Florida\"|"335xx"|"335"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alabama\367xx\"|"367xx"|"N"|"LAE"||"LOCATION_CODE:367"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'367'"||"\Zip codes\Alabama"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Alabama\"|"367xx"|"367"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\921xx\"|"921xx"|"N"|"LAE"||"LOCATION_CODE:921"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'921'"||"\Zip codes\California"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\"|"921xx"|"921"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\District of Columbia\200xx\"|"200xx"|"N"|"LAE"||"LOCATION_CODE:200"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'200'"||"\Zip codes\District of Columbia"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\District of Columbia\"|"200xx"|"200"
6|"\PCORI\ENCOUNTER\DRG\01\(25) HIV Infection\Medical\(707) HIV Related Infection w Opi~\"|"HIV Related Infection w Opioid Use Age>12"|"N"|"LAE"||"CMSDRG:707"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\ENCOUNTER\DRG\01\(25) HIV Infection\Medical\(707) HIV Related Infection w Opi~\"||"CMS-DRG \ HIV Infection \ Medical \ HIV Related Infection w Opioid Use Age>12"|"@"|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|2014/08/18 05:30:44 PM|"RPDR_DRG"|||"\PCORI\ENCOUNTER\DRG\01\(25) HIV Infection\Medical\"|"(707) HIV Related Infection w Opi~"|"707"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\191xx\"|"191xx"|"N"|"LAE"||"LOCATION_CODE:191"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'191'"||"\Zip codes\Pennsylvania"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\"|"191xx"|"191"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Virginia\222xx\"|"222xx"|"N"|"LAE"||"LOCATION_CODE:222"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'222'"||"\Zip codes\Virginia"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Virginia\"|"222xx"|"222"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\638xx\"|"638xx"|"N"|"LAE"||"LOCATION_CODE:638"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'638'"||"\Zip codes\Missouri"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\"|"638xx"|"638"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\910xx\"|"910xx"|"N"|"LAE"||"LOCATION_CODE:910"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'910'"||"\Zip codes\California"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\"|"910xx"|"910"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\264xx\"|"264xx"|"N"|"LAE"||"LOCATION_CODE:264"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'264'"||"\Zip codes\West Virginia"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\West Virginia\"|"264xx"|"264"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\North Dakota\582xx\"|"582xx"|"N"|"LAE"||"LOCATION_CODE:582"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'582'"||"\Zip codes\North Dakota"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\North Dakota\"|"582xx"|"582"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\779xx\"|"779xx"|"N"|"LAE"||"LOCATION_CODE:779"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'779'"||"\Zip codes\Texas"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Texas\"|"779xx"|"779"
4|"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\646xx\"|"646xx"|"N"|"LAE"||"LOCATION_CODE:646"||"patient_num"|"VISIT_DIMENSION"|"LOCATION_ZIP"|"T"|"IN"|"'646'"||"\Zip codes\Missouri"|"@"|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|2007/04/10 12:00:00 AM|"DEM2FACT CONVERT"|||"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\"|"646xx"|"646"
