"C_HLEVEL"|"C_FULLNAME"|"C_NAME"|"C_SYNONYM_CD"|"C_VISUALATTRIBUTES"|"C_TOTALNUM"|"C_BASECODE"|"C_METADATAXML"|"C_FACTTABLECOLUMN"|"C_TABLENAME"|"C_COLUMNNAME"|"C_COLUMNDATATYPE"|"C_OPERATOR"|"C_DIMCODE"|"C_COMMENT"|"C_TOOLTIP"|"M_APPLIED_PATH"|"UPDATE_DATE"|"DOWNLOAD_DATE"|"IMPORT_DATE"|"SOURCESYSTEM_CD"|"VALUETYPE_CD"|"M_EXCLUSION_CD"|"C_PATH"|"C_SYMBOL"|"PCORI_SPECIMEN_SOURCE"|"PCORI_BASECODE"|"OMOP_SOURCECODE"
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6220001000004107\911751491000004107\40036571000004108\84531001000004109\"|"Bacteria identified in Isolate by Culture (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6220001000004107\911751491000004107\40036571000004108\84531001000004109\"||" Clinical laboratory observable (observable entity), Microbiology laboratory observable (observable entity), Microorganism identified in specimen (observable entity), Microorganism identified in Unspecified specimen by Culture (observable entity), Bacteria identified in Isolate by Culture (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\15791001000004104\"|"Bicarbonate (Moles/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\15791001000004104\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Miscellaneous fluid chemistry observable (observable entity), Body fluid clinical chemistry observable (observable entity), Bicarbonate (Moles/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\2641001000004103\132671001000004109\"|"Toxoplasma gondii IgG Ab (Units/volume) in Serum (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:8039-0</TestID><TestName>T gondii IgG Ser-aCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>AU/mL</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>4540</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\2641001000004103\132671001000004109\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Toxoplasma gondii Ab (Units/volume) in Serum (observable entity), Toxoplasma gondii IgG Ab (Units/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40064211000004104\54011001000004103\18701001000004106\"|"Lipoprotein.alpha (Mass/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40064211000004104\54011001000004103\18701001000004106\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Protein (Mass/volume) in Unspecified specimen (observable entity), Protein (Mass/volume) in Body fluid (observable entity), Lipoprotein.alpha (Mass/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\66931001000004109\66251001000004106\"|"Leucine (Moles/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\66931001000004109\66251001000004106\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Amino acids (Moles/volume) in Body fluid (observable entity), Leucine (Moles/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40002691000004101\66251001000004106\"|"Leucine (Moles/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40002691000004101\66251001000004106\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Leucine (Moles/volume) in Unspecified specimen (observable entity), Leucine (Moles/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40018921000004105\40044671000004102\"|"Phenylalanine/Creatinine (Ratio) in Urine (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:30055-8</TestID><TestName>Phe/Creat Ur-Rto</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>umol/g creatinine</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>12590</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40018921000004105\40044671000004102\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Amino acids/Creatinine (Ratio) in Urine (observable entity), Phenylalanine/Creatinine (Ratio) in Urine (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\131761001000004109\131781001000004106\"|"Mumps virus IgG Ab (Units/volume) in Serum (observable entity)"|"N"|"LA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\131761001000004109\131781001000004106\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Mumps virus Ab (Units/volume) in Serum (observable entity), Mumps virus IgG Ab (Units/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\54691001000004107\131781001000004106\"|"Mumps virus IgG Ab (Units/volume) in Serum (observable entity)"|"N"|"LA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\54691001000004107\131781001000004106\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Mumps virus IgG Ab (Units/volume) in Body fluid (observable entity), Mumps virus IgG Ab (Units/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\29741001000004101\"|"Creatine (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"LA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\29741001000004101\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Interferon gamma (Mass/volume) in Serum or Plasma (observable entity), Creatine (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\66931001000004109\108791001000004101\"|"Homocystine (Moles/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\66931001000004109\108791001000004101\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Amino acids (Moles/volume) in Body fluid (observable entity), Homocystine (Moles/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\4900001000004109\40046021000004100\40067951000004100\74931001000004103\"|"Methadone (Mass/volume) in Urine (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:3774-7</TestID><TestName>Methadone Ur-mCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>ug/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>300</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\4900001000004109\40046021000004100\40067951000004100\74931001000004103\"||" Clinical laboratory observable (observable entity), Toxicology laboratory observable (observable entity), Opiates (Mass/volume) in Unspecified specimen (observable entity), Methadone (Mass/volume) in Unspecified specimen (observable entity), Methadone (Mass/volume) in Urine (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\42131001000004104\"|"Somatomedins (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\42131001000004104\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Interferon gamma (Mass/volume) in Serum or Plasma (observable entity), Somatomedins (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\40083961000004105\21301001000004102\81461001000004103\"|"Hemoglobin.other/Hemoglobin.total in Blood by HPLC (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\40083961000004105\21301001000004102\81461001000004103\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), Hemoglobin A1c/Hemoglobin.total in Blood (observable entity), Hemoglobin A1c/Hemoglobin.total in Blood by HPLC (observable entity), Hemoglobin.other/Hemoglobin.total in Blood by HPLC (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\40083961000004105\40058061000004106\81461001000004103\"|"Hemoglobin.other/Hemoglobin.total in Blood by HPLC (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\364709006\40083961000004105\40058061000004106\81461001000004103\"||" Clinical laboratory observable (observable entity), Hematology observable (observable entity), Hemoglobin A1c/Hemoglobin.total in Blood (observable entity), Hemoglobin.other/Hemoglobin.total in Blood (observable entity), Hemoglobin.other/Hemoglobin.total in Blood by HPLC (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\44121001000004105\49371001000004104\"|"Streptococcus pneumoniae 1 Ab (Mass/volume) in Serum (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\44121001000004105\49371001000004104\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Streptococcus pneumoniae Ab (Mass/volume) in Serum (observable entity), Streptococcus pneumoniae 1 Ab (Mass/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\40025391000004106\131121001000004108\62631001000004109\"|"Influenza virus A IgM Ab (Units/volume) in Serum (observable entity)"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:31438-5</TestID><TestName>FLUAV IgM Ser-aCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><LowofLowValue>0</LowofLowValue><HighofHighValue>5</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\40025391000004106\131121001000004108\62631001000004109\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Influenza virus A Ab (Units/volume) in Unspecified specimen (observable entity), Influenza virus A Ab (Units/volume) in Serum (observable entity), Influenza virus A IgM Ab (Units/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\66931001000004109\66351001000004101\"|"Threonine (Moles/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\66931001000004109\66351001000004101\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Amino acids (Moles/volume) in Body fluid (observable entity), Threonine (Moles/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40030431000004109\66351001000004101\"|"Threonine (Moles/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40030431000004109\66351001000004101\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Threonine (Moles/volume) in Unspecified specimen (observable entity), Threonine (Moles/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5830001000004100\911751311000004107\116411001000004100\125291001000004104\"|"Cow milk IgE Ab (Units/volume) in Serum (observable entity)"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:7258-7</TestID><TestName>Cow Milk IgE Qn</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>kU/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>100</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5830001000004100\911751311000004107\116411001000004100\125291001000004104\"||" Clinical laboratory observable (observable entity), Allergy clinical laboratory observable (observable entity), IgE Allergen Antibody level  in Serum (observable entity), Milk IgE Ab (Units/volume) in Serum (observable entity), Cow milk IgE Ab (Units/volume) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40018921000004105\40025451000004107\"|"Tyrosine/Creatinine (Ratio) in Urine (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:30054-1</TestID><TestName>Tyrosine/Creat Ur-Rto</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>umol/g creatinine</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>11370</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751321000004103\40018921000004105\40025451000004107\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Amino acid measurement (observable entity), Amino acids/Creatinine (Ratio) in Urine (observable entity), Tyrosine/Creatinine (Ratio) in Urine (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\83201001000004109\60981001000004108\"|"Histoplasma capsulatum yeast phase Ab (Titer) in Body fluid by Complement fixation (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\83201001000004109\60981001000004108\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Histoplasma capsulatum yeast phase Ab (Titer) in Body fluid (observable entity), Histoplasma capsulatum yeast phase Ab (Titer) in Body fluid by Complement fixation (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\4900001000004109\911751091000004104\39961001000004103\74271001000004104\"|"Amikacin (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\4900001000004109\911751091000004104\39961001000004103\74271001000004104\"||" Clinical laboratory observable (observable entity), Toxicology laboratory observable (observable entity), Antibiotic level (observable entity), Other Antibiotic (Mass/volume) in Serum or Plasma (observable entity), Amikacin (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\4900001000004109\911751091000004104\6311001000004103\74271001000004104\"|"Amikacin (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\4900001000004109\911751091000004104\6311001000004103\74271001000004104\"||" Clinical laboratory observable (observable entity), Toxicology laboratory observable (observable entity), Antibiotic level (observable entity), Amikacin (Mass/volume) in Body fluid (observable entity), Amikacin (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\25501001000004104\"|"C peptide (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:1986-9</TestID><TestName>C peptide SerPl-mCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>ug/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>50</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\25501001000004104\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Interferon gamma (Mass/volume) in Serum or Plasma (observable entity), C peptide (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40012411000004108\111351001000004103\60561001000004102\"|"Urea (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\40012411000004108\111351001000004103\60561001000004102\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Urea (Mass/volume) in Unspecified specimen (observable entity), Urea (Mass/volume) in Body fluid (observable entity), Urea (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\60561001000004102\"|"Urea (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\60561001000004102\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Interferon gamma (Mass/volume) in Serum or Plasma (observable entity), Urea (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\94861001000004102\"|"Riboflavin (Moles/volume) in Serum or Plasma (observable entity)"|"N"|"FA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:49038-3</TestID><TestName>Vit B2 SerPl-sCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>nmol/L</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>180</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\94861001000004102\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Miscellaneous fluid chemistry observable (observable entity), Body fluid clinical chemistry observable (observable entity), Riboflavin (Moles/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\42671001000004100\"|"Lactate dehydrogenase (Enzymatic activity/volume) in Body fluid (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911750991000004106\911750251000004105\42671001000004100\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Miscellaneous fluid chemistry observable (observable entity), Body fluid clinical chemistry observable (observable entity), Lactate dehydrogenase (Enzymatic activity/volume) in Body fluid (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\29251001000004108\"|"Cobalamin (Vitamin B12) (Mass/volume) in Serum or Plasma (observable entity)"|"N"|"LA "|||"<ValueMetadata><Version>4.0</Version><CreationDateTime>20140202</CreationDateTime><TestID>LOINC:2132-9</TestID><TestName>Vit B12 SerPl-mCnc</TestName><DataType>PosFloat</DataType><Flagstouse>LH</Flagstouse><Oktousevalues>Y</Oktousevalues><UnitValues><NormalUnits>pg/mL</NormalUnits></UnitValues><LowofLowValue>0</LowofLowValue><HighofHighValue>4180</HighofHighValue><LowofToxicValue></LowofToxicValue> <HighofToxicValue></HighofToxicValue></ValueMetadata>"|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\6200001000004101\911751001000004107\40082791000004105\29251001000004108\"||" Clinical laboratory observable (observable entity), Clinical chemistry observable (observable entity), Whole blood clinical chemistry observable (observable entity), Interferon gamma (Mass/volume) in Serum or Plasma (observable entity), Cobalamin (Vitamin B12) (Mass/volume) in Serum or Plasma (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\33101001000004103\26041001000004107\"|"Histoplasma capsulatum mycelial phase Ab (Titer) in Serum (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\33101001000004103\26041001000004107\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Histoplasma capsulatum Ab (Titer) in Serum (observable entity), Histoplasma capsulatum mycelial phase Ab (Titer) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
7|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\83221001000004104\26041001000004107\"|"Histoplasma capsulatum mycelial phase Ab (Titer) in Serum (observable entity)"|"N"|"FA "||||"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_LOINC\Clinical_Laboratory\5320001000004100\911751101000004106\83221001000004104\26041001000004107\"||" Clinical laboratory observable (observable entity), Serology_immunology laboratory observable (observable entity), Antimicrobial antibody (observable entity), Histoplasma capsulatum mycelial phase Ab (Titer) in Body fluid (observable entity), Histoplasma capsulatum mycelial phase Ab (Titer) in Serum (observable entity)"|"@"||||"NELexicon 20180329"|||||||
