"C_HLEVEL"|"C_FULLNAME"|"C_NAME"|"C_SYNONYM_CD"|"C_VISUALATTRIBUTES"|"C_TOTALNUM"|"C_BASECODE"|"C_METADATAXML"|"C_FACTTABLECOLUMN"|"C_TABLENAME"|"C_COLUMNNAME"|"C_COLUMNDATATYPE"|"C_OPERATOR"|"C_DIMCODE"|"C_COMMENT"|"C_TOOLTIP"|"M_APPLIED_PATH"|"UPDATE_DATE"|"DOWNLOAD_DATE"|"IMPORT_DATE"|"SOURCESYSTEM_CD"|"VALUETYPE_CD"|"M_EXCLUSION_CD"|"C_PATH"|"C_SYMBOL"|"PCORI_SPECIMEN_SOURCE"|"PCORI_BASECODE"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\758-3\"|"Neutrophils # prt auto"|"Y"|"LAE"|0|"LOINC:758-3"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\758-3\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:automated count \ "|"@"|2013/12/19 07:14:34 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"758-3"||"758-3"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\758-3\"|"Neutrophils:ncnc:pt:periton fld:qn:automated count"|"Y"|"LAE"|0|"LOINC:758-3"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\758-3\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:automated count \ "|"@"|2013/12/19 07:14:34 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"758-3"||"758-3"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\758-3\"|"Neutrophils [#/volume] in peritoneal fluid by automated count"|"Y"|"LAE"|0|"LOINC:758-3"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\758-3\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:automated count \ "|"@"|2013/12/19 07:14:34 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"758-3"||"758-3"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"|"Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:manual count"|"N"|"LAE"|0|"LOINC:759-1"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:34 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"759-1"||"759-1"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"|"Neutrophils # prt manual"|"Y"|"LAE"|0|"LOINC:759-1"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:34 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"759-1"||"759-1"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"|"Neutrophils:ncnc:pt:periton fld:qn:manual count"|"Y"|"LAE"|0|"LOINC:759-1"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:34 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"759-1"||"759-1"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"|"Neutrophils [#/volume] in peritoneal fluid by manual count"|"Y"|"LAE"|0|"LOINC:759-1"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\759-1\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:34 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"759-1"||"759-1"
6|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"Eosinophils ; peritoneal fluid"|"N"|"FAE"|0|"LOINC:LP43278-8"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\"|"LP43278-8"||"LP43278-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"|"Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative:manual count"|"N"|"LAE"|0|"LOINC:14343-8"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime /><TestID>SC201.1400</TestID><TestName>EOSINOPHILS (Test:sc201.1400) (Test:SC201.1400)</TestName><DataType /><CodeType>TST</CodeType><Loinc>14343-8</Loinc><Flagstouse /><Oktousevalues /><MaxStringLength></MaxStringLength><LowofLowValue /><HighofLowValue /><LowofHighValue /><HighofHighValue /><LowofToxicValue /><HighofToxicValue /><EnumValues><Val></Val><ExcludingVal></ExcludingVal></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits /><EqualUnits></EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"14343-8"||"14343-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"|"Eosinophils/100 leukocytes in peritoneal fluid by manual count"|"Y"|"LAE"|0|"LOINC:14343-8"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime /><TestID>SC201.1400</TestID><TestName>EOSINOPHILS (Test:sc201.1400) (Test:SC201.1400)</TestName><DataType /><CodeType>TST</CodeType><Loinc>14343-8</Loinc><Flagstouse /><Oktousevalues /><MaxStringLength></MaxStringLength><LowofLowValue /><HighofLowValue /><LowofHighValue /><HighofHighValue /><LowofToxicValue /><HighofToxicValue /><EnumValues><Val></Val><ExcludingVal></ExcludingVal></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits /><EqualUnits></EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"14343-8"||"14343-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"|"Eosinophils/100 leukocytes:nfr:pt:periton fld:qn:manual count"|"Y"|"LAE"|0|"LOINC:14343-8"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime /><TestID>SC201.1400</TestID><TestName>EOSINOPHILS (Test:sc201.1400) (Test:SC201.1400)</TestName><DataType /><CodeType>TST</CodeType><Loinc>14343-8</Loinc><Flagstouse /><Oktousevalues /><MaxStringLength></MaxStringLength><LowofLowValue /><HighofLowValue /><LowofHighValue /><HighofHighValue /><LowofToxicValue /><HighofToxicValue /><EnumValues><Val></Val><ExcludingVal></ExcludingVal></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits /><EqualUnits></EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"14343-8"||"14343-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"|"Eosinophil nfr prt manual"|"Y"|"LAE"|0|"LOINC:14343-8"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime /><TestID>SC201.1400</TestID><TestName>EOSINOPHILS (Test:sc201.1400) (Test:SC201.1400)</TestName><DataType /><CodeType>TST</CodeType><Loinc>14343-8</Loinc><Flagstouse /><Oktousevalues /><MaxStringLength></MaxStringLength><LowofLowValue /><HighofLowValue /><LowofHighValue /><HighofHighValue /><LowofToxicValue /><HighofToxicValue /><EnumValues><Val></Val><ExcludingVal></ExcludingVal></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits /><EqualUnits></EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\14343-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"14343-8"||"14343-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\30380-0\"|"Eosinophils/100 leukocytes:nfr:pt:periton fld:qn"|"Y"|"LAE"|0|"LOINC:30380-0"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\30380-0\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"30380-0"||"30380-0"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\30380-0\"|"Eosinophils/100 leukocytes in peritoneal fluid"|"Y"|"LAE"|0|"LOINC:30380-0"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\30380-0\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"30380-0"||"30380-0"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\30380-0\"|"Eosinophil nfr prt"|"Y"|"LAE"|0|"LOINC:30380-0"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\30380-0\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Eosinophils &#124; peritoneal fluid \ Eosinophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:14:57 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP43278-8\"|"30380-0"||"30380-0"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\33384-9\"|"Neutrophils.segmented/100 leukocytes:nfr:pt:periton fld:qn"|"Y"|"LAE"|0|"LOINC:33384-9"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\33384-9\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils.segmented &#124; peritoneal fluid \ Neutrophils.segmented/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:15:08 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\"|"33384-9"||"33384-9"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\33384-9\"|"Neutrophils.segmented/100 leukocytes in peritoneal fluid"|"Y"|"LAE"|0|"LOINC:33384-9"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\33384-9\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils.segmented &#124; peritoneal fluid \ Neutrophils.segmented/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:15:08 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\"|"33384-9"||"33384-9"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\33384-9\"|"Neuts seg nfr prt"|"Y"|"LAE"|0|"LOINC:33384-9"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\33384-9\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils.segmented &#124; peritoneal fluid \ Neutrophils.segmented/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:15:08 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\"|"33384-9"||"33384-9"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\35010-8\"|"Neuts seg # prt"|"Y"|"LAE"|0|"LOINC:35010-8"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\35010-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils.segmented &#124; peritoneal fluid \ Neutrophils.segmented:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:15:08 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\"|"35010-8"||"35010-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\35010-8\"|"Neutrophils.segmented:ncnc:pt:periton fld:qn"|"Y"|"LAE"|0|"LOINC:35010-8"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\35010-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils.segmented &#124; peritoneal fluid \ Neutrophils.segmented:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:15:08 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\"|"35010-8"||"35010-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\35010-8\"|"Neutrophils.segmented [#/volume] in peritoneal fluid"|"Y"|"LAE"|0|"LOINC:35010-8"||"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\35010-8\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils.segmented &#124; peritoneal fluid \ Neutrophils.segmented:number concentration (count/vol):point in time:peritoneal fluid /ascites:quantitative \ "|"@"|2013/12/19 07:15:08 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP50376-0\"|"35010-8"||"35010-8"
7|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\13836-2\"|"Neutrophils/100 leukocytes in peritoneal fluid by manual count"|"Y"|"LAE"|0|"LOINC:13836-2"|"<?xml version=""1.0""?><ValueMetadata><Version>3.02</Version><CreationDateTime /><TestID>SC201.1100</TestID><TestName>NEUTROPHILS (Test:sc201.1100) (Test:SC201.1100)</TestName><DataType /><CodeType>TST</CodeType><Loinc>13836-2</Loinc><Flagstouse /><Oktousevalues /><MaxStringLength></MaxStringLength><LowofLowValue /><HighofLowValue /><LowofHighValue /><HighofHighValue /><LowofToxicValue /><HighofToxicValue /><EnumValues><Val></Val><ExcludingVal></ExcludingVal></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits /><EqualUnits></EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>"|"concept_cd"|"CONCEPT_DIMENSION"|"concept_path"|"T"|"LIKE"|"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\13836-2\"||"Labs \ LOINC \ Hematology/Coagulation \ Hematology \ Leukocytes in Peritoneal Fluid \ Neutrophils &#124; peritoneal fluid \ Neutrophils/100 leukocytes:number fraction:point in time:peritoneal fluid /ascites:quantitative:manual count \ "|"@"|2013/12/19 07:15:06 PM|2015/05/27 05:35:29 PM|2015/05/27 05:35:29 PM|"NCBO_47637 (HepC)"|||"\PCORI\LAB_RESULT_CM\LAB_NAME\LP31756-7\LP30786-5\PERITONEALPROT\LP42946-1\"|"13836-2"||"13836-2"
